6.036787845733979641e-01,2.765398577278732617e-01,4.036506574363070594e-03,1.964327992401577669e-02,5.862427790898613322e-01,5.130907277027609847e-01,3.782967320502040633e-04,8.112234673200087107e-03,5.777780523211991648e-01,2.467524846129405709e-03
6.340390270347054380e-02,2.238007641624817010e-02,3.775834569206114474e-04,2.999052398094778811e-03,1.065965156128640678e-01,5.329415650948029354e-02,-3.222985417833379158e-04,1.279775822287998899e-03,9.525164369325860025e-02,2.962344679005825742e-04
8.820883762791959654e-03,4.477462555207765808e-03,5.935697610595934469e-04,6.539711462574462376e-03,3.884110318259189265e-04,2.346161070417458142e-03,3.355493599256603298e-04,7.829488794439180138e-03,7.493536261070231266e-04,2.286188659428286477e-03
1.915733715338718557e-01,1.128742727369487775e-01,3.587655573678018208e-03,2.665691324774750390e-02,1.681359129473074809e-01,1.816572619230870378e-01,-1.287474420120538496e-04,8.220425315955952328e-03,1.732841615396150947e-01,2.989204103437158658e-03
-5.463765113926003598e-04,6.662404603918671174e-04,5.004538027554720214e-01,1.928197349646882108e-01,-5.514920712750026079e-04,3.506073390014380993e-04,5.517401360038378666e-01,4.674212738060459227e-01,-5.465747643153055736e-04,5.256552435040796611e-01
-1.481798360387241633e-03,1.295327341825220616e-04,5.792995339833256069e-02,3.799358316430235388e-03,-1.220711688495128722e-03,-1.344671677297488467e-03,2.534053041213754076e-01,1.056012325274225949e-01,-1.500996214154237630e-03,1.913394974263831205e-01
1.912179824300589987e-03,-1.478282829233961587e-04,7.922542139074013889e-03,7.248956689044410914e-03,1.313031545803586015e-03,1.324433352158757311e-03,7.352002670925947454e-03,1.310126053053165375e-03,1.295869692630374336e-03,4.028887209622310055e-03
9.542217670385624373e-04,7.778909459997489619e-04,2.098535621506469884e-01,6.794419344756619239e-02,3.962910780912028879e-04,3.418729891664760599e-04,5.389424251681293465e-02,9.236603184897287933e-02,4.094038752355713792e-04,7.061072264888479388e-02
8.598626523850479153e-02,4.649121431160164741e-01,1.838697003557447918e-01,6.354733366587441701e-01,7.913574344721270581e-02,1.158511858989581672e-01,9.478195808271243361e-02,2.458981164682886855e-01,8.807309922406740543e-02,1.519335500267604555e-01
-3.435051054543131134e-04,3.019146604286388272e-02,-8.023146610910656415e-05,4.869258009313475345e-04,6.719926250009881105e-05,4.941678374073018437e-02,-1.503484690306919076e-04,4.316995248410522524e-05,2.134633400407153544e-03,-1.377173148378360687e-04
