6.055238590499207874e-01,2.380566509823894839e-01,4.266445756646145698e-02,7.594724099196366318e-02,6.123422545134602490e-01,5.525632625753833516e-01,2.143123894205545971e-02,2.094461347890337957e-02,6.050132640950942609e-01,2.488708459589249536e-02
1.189992100476169462e-01,3.861438324242531805e-02,9.946410696979291269e-03,1.307423944073633944e-02,1.577158518909847762e-01,1.264834693332040905e-01,4.741819710485790408e-03,7.298527531039105017e-03,1.538326828508829180e-01,8.147974245688513473e-03
7.623622634619704047e-03,8.787939369700774805e-04,2.856760325049061307e-03,1.498987504598942207e-02,2.738896685245503781e-03,4.019568243525756257e-03,3.598858802069031769e-03,6.515549458774276201e-03,3.151421752320746235e-03,5.368451277044348179e-03
2.282878332366499730e-01,7.589379256656869632e-02,3.946276233849966425e-02,1.111203593834550335e-01,2.141871252508149581e-01,2.068640346344337300e-01,3.143126074159197092e-02,2.726119800119597425e-02,2.163837250872979734e-01,2.902328647394773753e-02
6.132955793788283632e-04,4.234425531323538112e-03,4.186780072542318765e-01,1.489298828981778233e-01,6.771600855252649315e-04,1.315428251556367313e-03,5.025421961565008644e-01,4.871812783651236489e-01,5.901145468638508427e-04,4.912300779227034564e-01
2.084779575899979001e-04,4.692634957959791243e-04,3.825557860693691581e-02,9.241153517161726852e-03,1.865095256259539621e-04,5.689472497866850283e-04,1.631569266584081968e-01,1.630138389923669606e-01,1.874312871413102153e-04,1.558434899557090414e-01
7.236964125584323133e-04,8.234721105632861800e-04,6.960843593194836545e-03,9.857246792160292287e-04,5.654054695617838225e-04,9.424808206502630114e-04,5.842211819974051264e-03,7.744541256483574582e-03,3.721379196153090109e-04,7.729335138856146571e-03
1.107448382436336396e-04,4.222042658222771930e-03,1.695482827859328412e-01,5.864306201320283740e-02,1.102656277553235557e-04,1.434227595395658010e-04,8.581400654456013133e-02,5.900409977868396189e-02,7.906510749490082792e-05,7.521607728457065101e-02
1.263067385402300846e-01,7.593112171393082699e-01,3.211498936304250651e-01,6.332279660222449591e-01,8.800319789819270599e-02,1.385563009301339910e-01,2.214949650135838721e-01,2.790534632409087390e-01,9.911062883112703448e-02,2.554714821438278660e-01
1.970261238279533643e-04,4.390349216875978622e-02,6.936277841596557659e-04,8.595800202973566569e-04,1.844166440070077603e-04,5.851480371272418934e-02,1.259111181256916852e-03,4.240390614896401181e-04,2.861246000978936999e-03,6.874854880279610827e-04
