6.530020930234040621e-01,1.482193085567675428e-01,4.842937390654638262e-03,1.679898848018913579e-02,6.473695989534465900e-01,5.825981360254204322e-01,1.796850255678224262e-03,9.661991461977497905e-03,6.426850142638500518e-01,4.724389114448016014e-03
8.846265690902807566e-02,2.185368147618495585e-02,1.510859970924410128e-03,6.809892336228483972e-03,1.423070680953760214e-01,7.419513477517146460e-02,3.786390499810020349e-04,7.129782118550379022e-03,1.279992662744741660e-01,1.542153115090793983e-03
1.198680961049511731e-02,3.584498134425916777e-03,1.761560004288181477e-03,3.063852802489380051e-02,3.526062651944049040e-03,7.779013692646942826e-03,1.644065494378992931e-03,1.587713797746178115e-02,3.820634400664216050e-03,5.426978373013578195e-03
2.106787536216369050e-01,6.197968594573561446e-02,7.712916259323130026e-03,6.035920579778430994e-02,1.955462117788613063e-01,2.213155857599487797e-01,5.061314254626215862e-03,2.639582928665706180e-02,2.034703010943404444e-01,1.396683000175931270e-02
4.126388469387466760e-04,5.492807253235671740e-03,5.496670354987240881e-01,1.813799252737110790e-01,2.324619185070571923e-04,3.304398043172641843e-04,5.969937700788092716e-01,4.759592728058925637e-01,2.831776470494487595e-04,5.637300121340832471e-01
1.415699256863783525e-04,5.960495514424984063e-04,3.724439421579013587e-02,8.015644728465519397e-03,7.274834938522234797e-05,1.734710818910689244e-04,2.071901643694823991e-01,9.698830481756227917e-02,9.797665652566151125e-05,1.643124444513866522e-01
5.297660708276916760e-04,8.510550318712678617e-04,9.166435025811877496e-03,1.803844731394578559e-03,2.690452989863076458e-04,9.643621645971005643e-05,3.457794777245215383e-03,4.907330557488356372e-03,2.346322747909130593e-04,2.760738273313161593e-03
1.086212588402365867e-04,1.136387320191552079e-03,2.448379435836700313e-01,7.164188063182561073e-02,6.059324189070037559e-05,4.295456530866700656e-04,1.115359238374009354e-01,9.647730706858839711e-02,8.377110229788424240e-05,1.145787523683869102e-01
9.315223198816577344e-02,9.046203629521742950e-01,1.758340260486920548e-01,6.716214577482533254e-01,6.701623910517931493e-02,1.150670057079720005e-01,1.079708463205314301e-01,3.190573458365052462e-01,7.658688572854810417e-02,1.679158336153604991e-01
2.573238263047175232e-04,4.467451020413141377e-02,1.988966178099600658e-04,3.768604391071047016e-04,3.942339308770020185e-04,7.895401044161225179e-02,2.936421312831210845e-04,4.975266975977365682e-05,4.186421743512015910e-03,2.576481691445869785e-04
