6.066417648791160300e-01,1.050847768595037229e-01,2.161327137377726249e-02,4.106439075353671142e-02,5.996034995673494850e-01,5.408811300583599158e-01,5.338607830124748009e-03,4.186465677104573430e-02,5.959973773359201754e-01,1.064430464375199295e-02
7.279615098960977304e-02,1.051934653212066931e-02,1.897952260074285301e-03,4.538251445937486681e-03,1.032027076676551303e-01,7.500743955031700938e-02,-3.083966609124261390e-04,2.215289570926853163e-03,9.967008924267108105e-02,-5.869155207026438992e-04
8.389043790271992485e-03,3.118401637584069120e-03,4.455820177321326118e-03,1.372155279632265856e-02,1.111573891993656270e-03,2.212780576249755941e-03,6.376588936645944707e-03,7.574577910917215662e-03,1.218072600385595354e-03,5.636377117875645583e-03
1.932551813353382553e-01,7.768711500124952929e-02,2.151984983193877543e-02,5.854442625160032054e-02,1.808396204960996678e-01,1.810159568792744367e-01,9.510758718707681275e-03,4.263526402946801047e-02,1.829169398544381320e-01,1.450302432746039018e-02
-1.327438132283987141e-05,-3.445806833337160388e-04,4.685519063716457877e-01,2.947197286321083798e-01,-1.154896072525498041e-04,3.924954410947242519e-04,5.429484854302776276e-01,4.894970048746112856e-01,-1.696664336100250675e-04,5.460767151972822919e-01
-1.609651738432225010e-03,-9.214710875417157256e-05,5.208048991560791652e-02,6.268257539270931898e-03,-2.005704716408903202e-03,-1.689605323717624378e-03,1.904752486391520783e-01,7.873212472380136662e-02,-2.019675658398756811e-03,1.494645569007550523e-01
8.662330330650989431e-04,-3.294566766271506283e-04,7.086560030996731652e-03,5.922519181423314960e-03,4.774755251329095875e-04,9.778002122200171904e-04,7.785327306207997199e-03,3.380077225102922408e-03,5.223595761416098071e-04,4.889920420571063076e-03
4.963139820971237482e-04,9.461924078938617499e-05,1.846148332042510665e-01,1.472099134088954986e-01,3.753477897933937672e-04,3.332481347678400269e-04,7.258422706895234500e-02,1.250941053788902635e-01,3.607227570410644459e-04,9.741582638254855930e-02
7.571822296887643911e-02,6.523751511472702935e-01,1.989866790106623040e-01,3.793086676986302530e-01,6.233973152459509198e-02,6.263095161249854215e-02,1.164606787912892960e-01,1.462797630112546432e-01,6.264094060074443249e-02,1.173918869499890605e-01
-4.342458856641141101e-05,4.638282917212595974e-02,1.091600047775711255e-04,4.613359771731466528e-04,1.228506119748638554e-04,5.239125188602170025e-02,1.780694224886938970e-04,7.337191745884402488e-04,1.146935309021397849e-03,3.957056067135580218e-04
