6.290383337742804226e-01,1.249790138975377940e-01,3.359214750151661572e-02,6.129960802986005042e-02,6.271925946442941102e-01,5.654555855546974374e-01,5.581753087008038856e-03,8.564416712668734832e-02,6.242069671134909958e-01,2.922805763127634543e-02
1.062216406004155012e-01,1.361021762630005780e-02,9.313379689541075382e-03,1.444659318720769269e-02,1.510641405255968017e-01,1.001943231924435351e-01,1.452267539220328252e-03,2.401948056258251460e-02,1.432928024774918208e-01,7.038108544380587001e-03
7.883457106562965014e-03,1.279672494406446266e-03,4.555809100236840603e-03,2.216762252862029131e-02,1.808958965447615133e-03,5.034042769974711451e-03,6.221277969414930158e-03,2.072036224334662669e-02,2.402929478959606614e-03,1.358008553602102313e-02
2.464905965399882271e-01,5.974495999702968130e-02,3.784362690354829695e-02,1.144411919425806917e-01,2.381418878688032204e-01,2.332615189759761620e-01,1.816524701156824531e-02,1.400631899591371632e-01,2.397424959220658403e-01,6.119757722493922303e-02
7.321264848311816479e-04,9.508797596543866644e-04,4.875082297556885824e-01,1.059109384613800137e-01,1.159237849042864471e-03,2.690448671048671289e-03,5.715218086366077310e-01,2.828719882854188739e-01,1.265934168385719457e-03,4.577751084145152416e-01
5.145600078433698946e-04,9.160812680854207380e-04,5.855682007683790657e-02,2.669295658826440366e-03,8.197954993883465463e-04,8.225675138570469336e-04,1.975559322293260756e-01,7.919987757656363203e-02,9.186031464106763755e-04,1.509257667532306890e-01
4.289920050883178982e-04,3.309216982903728701e-03,8.134884519266683683e-03,6.678322036194983633e-04,5.768318369876451876e-04,5.112118358176073133e-04,8.008153053800464577e-03,2.040317994514088094e-03,5.622007022077133136e-04,4.715045543544268795e-03
5.439911012495765022e-04,6.620764549286615227e-04,1.521427827853764070e-01,5.550527176315261935e-02,4.810139190561453395e-04,3.841740431450411811e-04,7.141086922227003753e-02,6.931104801236083468e-02,4.080944936383726503e-04,7.636148319914638771e-02
8.109115876094863395e-02,9.106643176494392256e-01,2.574874259360772633e-01,6.988006686958851965e-01,5.251260119072808513e-02,1.022807531718234603e-01,1.675562301544653299e-01,3.893306100322537766e-01,5.983920683191043532e-02,2.662426850466838579e-01
5.615595478816344781e-04,6.735637075257398798e-02,8.300887504518752145e-04,2.020970308606517482e-03,6.701259619838599059e-04,7.964586040277707446e-02,9.489804370817998824e-04,8.284144168714098694e-04,4.379568622528971431e-03,1.251610747087939911e-03
